COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE(US$ million)
PROCESSED MINERALS,LATVIA,KGS,250908,0.06
PROCESSED MINERALS,LEBANON,KGS,681015,0.3
PROCESSED MINERALS,LIBERIA,KGS,60260,0.03
PROCESSED MINERALS,LIBYA,KGS,23000,0.01
PROCESSED MINERALS,LITHUANIA,KGS,400000,0.04
PROCESSED MINERALS,MACAO,KGS,121,0
PROCESSED MINERALS,MADAGASCAR,KGS,608500,0.07
PROCESSED MINERALS,MALAWI,KGS,31503,0.01
PROCESSED MINERALS,MALAYSIA,KGS,537701261,44.27
PROCESSED MINERALS,MALDIVES,KGS,275118,0.04
PROCESSED MINERALS,MALI,KGS,1049040,0.11
PROCESSED MINERALS,MALTA,KGS,79100,0.03
PROCESSED MINERALS,MAURITANIA,KGS,152000,0.01
PROCESSED MINERALS,MAURITIUS,KGS,3187177,0.51
PROCESSED MINERALS,MEXICO,KGS,35778135,3.31
PROCESSED MINERALS,MICRONESIA,KGS,2000,0.03
PROCESSED MINERALS,MONGOLIA,KGS,84000,0.03
PROCESSED MINERALS,MOROCCO,KGS,638492,0.45
PROCESSED MINERALS,MOZAMBIQUE,KGS,1060300,0.16
PROCESSED MINERALS,MYANMAR,KGS,1095965,0.11
PROCESSED MINERALS,NAMIBIA,KGS,8900,0.01
PROCESSED MINERALS,NEPAL,KGS,245178508,13.9
PROCESSED MINERALS,NETHERLAND,KGS,49489035,3.01
PROCESSED MINERALS,NEW CALEDONIA,KGS,27000,0
PROCESSED MINERALS,NEW ZEALAND,KGS,6630695,2.18
PROCESSED MINERALS,NIGER,KGS,4500,0
PROCESSED MINERALS,NIGERIA,KGS,5207435,0.94
PROCESSED MINERALS,NORWAY,KGS,2354300,0.59
PROCESSED MINERALS,OMAN,KGS,156183705,9.82
PROCESSED MINERALS,PAKISTAN IR,KGS,8921709,1.96
PROCESSED MINERALS,PAPUA N GNA,KGS,2950000,0.37
PROCESSED MINERALS,PARAGUAY,KGS,342000,0.04
PROCESSED MINERALS,PERU,KGS,664567,0.17
PROCESSED MINERALS,PHILIPPINES,KGS,8953019,0.96
PROCESSED MINERALS,POLAND,KGS,37678748,1.91
PROCESSED MINERALS,PORTUGAL,KGS,3764000,0.78
PROCESSED MINERALS,PUERTO RICO,KGS,40,0
PROCESSED MINERALS,QATAR,KGS,74045230,17.02
PROCESSED MINERALS,REUNION,KGS,2369061,0.29
PROCESSED MINERALS,ROMANIA,KGS,241550,0.07
PROCESSED MINERALS,RUSSIA,KGS,9752380,1.79
PROCESSED MINERALS,RWANDA,KGS,938250,0.14
PROCESSED MINERALS,SAMOA,KGS,300,0
PROCESSED MINERALS,SAUDI ARAB,KGS,793599475,73.03
PROCESSED MINERALS,SENEGAL,KGS,403351,0.13
PROCESSED MINERALS,SERBIA,KGS,24005,0
PROCESSED MINERALS,SEYCHELLES,KGS,948340,0.23
PROCESSED MINERALS,SIERRA LEONE,KGS,6000,0
PROCESSED MINERALS,SINGAPORE,KGS,20554504,3.2
PROCESSED MINERALS,SLOVAK REP,KGS,0,0
PROCESSED MINERALS,SLOVENIA,KGS,18902440,4.46
PROCESSED MINERALS,SOMALIA,KGS,143990,0.03
PROCESSED MINERALS,SOUTH AFRICA,KGS,2758495,0.89
PROCESSED MINERALS,SPAIN,KGS,43741427,6.11
PROCESSED MINERALS,SRI LANKA DSR,KGS,19559491,2.57
PROCESSED MINERALS,SUDAN,KGS,8891775,1.01
PROCESSED MINERALS,SURINAME,KGS,22250,0
PROCESSED MINERALS,SWAZILAND,KGS,6929120,1.98
PROCESSED MINERALS,SWEDEN,KGS,3883520,0.72
PROCESSED MINERALS,SWITZERLAND,KGS,77919,0.16
PROCESSED MINERALS,SYRIA,KGS,207200,0.04
PROCESSED MINERALS,TAIWAN,KGS,33768505,9.89
PROCESSED MINERALS,TANZANIA REP,KGS,5180795,0.76
PROCESSED MINERALS,THAILAND,KGS,103409019,11.62
PROCESSED MINERALS,TOGO,KGS,185000,0.02
PROCESSED MINERALS,TRINIDAD,KGS,32300,0.02
PROCESSED MINERALS,TUNISIA,KGS,8155376,0.43
PROCESSED MINERALS,TURKEY,KGS,37049202,3.26
PROCESSED MINERALS,TURKMENISTAN,KGS,15000,0.01
PROCESSED MINERALS,U ARAB EMTS,KGS,1153536748,283.43
PROCESSED MINERALS,U K,KGS,10460367,3.27
PROCESSED MINERALS,U S A,KGS,586853898,49.3
PROCESSED MINERALS,UGANDA,KGS,920295,0.28
PROCESSED MINERALS,UKRAINE,KGS,221259040,6.35
PROCESSED MINERALS,URUGUAY,KGS,6030000,0.31
PROCESSED MINERALS,UZBEKISTAN,KGS,49050,0.02
PROCESSED MINERALS,VENEZUELA,KGS,425000,0.03
PROCESSED MINERALS,VIETNAM SOC REP,KGS,166876166,18
PROCESSED MINERALS,YEMEN REPUBLC,KGS,250883,0.05
PROCESSED MINERALS,ZAMBIA,KGS,438040,0.15
PROCESSED MINERALS,ZIMBABWE,KGS,212000,0.06
"SULPHER, UNROASTED IRON PYRITE",BAHARAIN IS,TON,1,0
"SULPHER, UNROASTED IRON PYRITE",BANGLADESH PR,TON,337,0.11
"SULPHER, UNROASTED IRON PYRITE",BELGIUM,TON,0,0
"SULPHER, UNROASTED IRON PYRITE",BHUTAN,TON,20,0
"SULPHER, UNROASTED IRON PYRITE",BRAZIL,TON,75,0.08
"SULPHER, UNROASTED IRON PYRITE",CANADA,TON,0,0
"SULPHER, UNROASTED IRON PYRITE",CHINA P RP,TON,492147,58.28
"SULPHER, UNROASTED IRON PYRITE",CONGO D. REP.,TON,2,0
"SULPHER, UNROASTED IRON PYRITE",EGYPT A RP,TON,5,0
"SULPHER, UNROASTED IRON PYRITE",ETHIOPIA,TON,92,0.03
"SULPHER, UNROASTED IRON PYRITE",FIJI IS,TON,2,0
"SULPHER, UNROASTED IRON PYRITE",GERMANY,TON,0,0
"SULPHER, UNROASTED IRON PYRITE",INDONESIA,TON,35300,2.76
"SULPHER, UNROASTED IRON PYRITE",IRAN,TON,1,0
"SULPHER, UNROASTED IRON PYRITE",ITALY,TON,67,0.02
"SULPHER, UNROASTED IRON PYRITE",JAPAN,TON,218,0.11
"SULPHER, UNROASTED IRON PYRITE",JORDAN,TON,24,0.01
"SULPHER, UNROASTED IRON PYRITE",KAZAKHSTAN,TON,40,0.04
"SULPHER, UNROASTED IRON PYRITE",KENYA,TON,109,0.04
"SULPHER, UNROASTED IRON PYRITE",KYRGHYZSTAN,TON,21,0.02
"SULPHER, UNROASTED IRON PYRITE",MALAWI,TON,0,0
"SULPHER, UNROASTED IRON PYRITE",MALAYSIA,TON,3,0
"SULPHER, UNROASTED IRON PYRITE",MYANMAR,TON,81,0.02
"SULPHER, UNROASTED IRON PYRITE",NEPAL,TON,873,0.21
"SULPHER, UNROASTED IRON PYRITE",NETHERLAND,TON,192,0.1
"SULPHER, UNROASTED IRON PYRITE",NEW CALEDONIA,TON,41800,3.47
"SULPHER, UNROASTED IRON PYRITE",NIGERIA,TON,0,0
"SULPHER, UNROASTED IRON PYRITE",OMAN,TON,1071,0.16
"SULPHER, UNROASTED IRON PYRITE",PAKISTAN IR,TON,125,0.03
"SULPHER, UNROASTED IRON PYRITE",PHILIPPINES,TON,19,0.01
"SULPHER, UNROASTED IRON PYRITE",QATAR,TON,2,0
"SULPHER, UNROASTED IRON PYRITE",SAUDI ARAB,TON,57,0.03
"SULPHER, UNROASTED IRON PYRITE",SINGAPORE,TON,5,0
"SULPHER, UNROASTED IRON PYRITE",SLOVENIA,TON,24,0.01
"SULPHER, UNROASTED IRON PYRITE",SOUTH AFRICA,TON,19,0
"SULPHER, UNROASTED IRON PYRITE",SRI LANKA DSR,TON,1267,0.33
"SULPHER, UNROASTED IRON PYRITE",SUDAN,TON,75,0.02
"SULPHER, UNROASTED IRON PYRITE",TANZANIA REP,TON,23,0.01
"SULPHER, UNROASTED IRON PYRITE",THAILAND,TON,20,0.01
"SULPHER, UNROASTED IRON PYRITE",TURKEY,TON,252,0.27
"SULPHER, UNROASTED IRON PYRITE",U ARAB EMTS,TON,173,0.1
"SULPHER, UNROASTED IRON PYRITE",U K,TON,139,0.07
"SULPHER, UNROASTED IRON PYRITE",UGANDA,TON,10,0.01
"SULPHER, UNROASTED IRON PYRITE",UZBEKISTAN,TON,20,0.02
"SULPHER, UNROASTED IRON PYRITE",VIETNAM SOC REP,TON,0,0
OTHER CRUDE MINERALS,ALGERIA,KGS,584346,0.12
OTHER CRUDE MINERALS,ANGOLA,KGS,618460,0.14
OTHER CRUDE MINERALS,ARGENTINA,KGS,283050,0.07
OTHER CRUDE MINERALS,AUSTRALIA,KGS,60710255,2.72
OTHER CRUDE MINERALS,AUSTRIA,KGS,7193650,1.45
OTHER CRUDE MINERALS,BAHARAIN IS,KGS,44269000,1.53
OTHER CRUDE MINERALS,BANGLADESH PR,KGS,796387735,11.49
OTHER CRUDE MINERALS,BELGIUM,KGS,4352000,0.91
OTHER CRUDE MINERALS,BENIN,KGS,51000,0.01
OTHER CRUDE MINERALS,BHUTAN,KGS,70332914,6.92
OTHER CRUDE MINERALS,BOLIVIA,KGS,700,0
OTHER CRUDE MINERALS,BRAZIL,KGS,31000,0.02
OTHER CRUDE MINERALS,BRUNEI,KGS,52064000,1.85
OTHER CRUDE MINERALS,BULGARIA,KGS,297500,0.08
OTHER CRUDE MINERALS,CAMBODIA,KGS,10575,0.01
OTHER CRUDE MINERALS,CAMEROON,KGS,179225,0.05
OTHER CRUDE MINERALS,CANADA,KGS,140030,0.04
OTHER CRUDE MINERALS,CHILE,KGS,40,0
OTHER CRUDE MINERALS,CHINA P RP,KGS,132245726,7.93
OTHER CRUDE MINERALS,COLOMBIA,KGS,236000,0.06
OTHER CRUDE MINERALS,CONGO D. REP.,KGS,2368000,0.57
OTHER CRUDE MINERALS,CONGO P REP,KGS,462000,0.07
OTHER CRUDE MINERALS,COSTA RICA,KGS,25000,0
OTHER CRUDE MINERALS,COTE D' IVOIRE,KGS,2242950,0.48
OTHER CRUDE MINERALS,CYPRUS,KGS,854400,0.04
OTHER CRUDE MINERALS,DENMARK,KGS,48000,0.01
OTHER CRUDE MINERALS,DJIBOUTI,KGS,2210000,0.09
OTHER CRUDE MINERALS,DOMINIC REP,KGS,660000,0.15
OTHER CRUDE MINERALS,ECUADOR,KGS,182400,0.05
OTHER CRUDE MINERALS,EGYPT A RP,KGS,2281000,0.59
OTHER CRUDE MINERALS,ERITREA,KGS,963000,0.03
OTHER CRUDE MINERALS,ETHIOPIA,KGS,316400,0.05
OTHER CRUDE MINERALS,FIJI IS,KGS,5000,0
OTHER CRUDE MINERALS,FINLAND,KGS,400,0
OTHER CRUDE MINERALS,FRANCE,KGS,324433,0.14
OTHER CRUDE MINERALS,GABON,KGS,112000,0.01
OTHER CRUDE MINERALS,GERMANY,KGS,2627374,0.58
OTHER CRUDE MINERALS,GHANA,KGS,13418395,0.64
OTHER CRUDE MINERALS,GREECE,KGS,35000,0.01
OTHER CRUDE MINERALS,GUATEMALA,KGS,101000,0.03
OTHER CRUDE MINERALS,GUINEA,KGS,407000,0.08
OTHER CRUDE MINERALS,GUYANA,KGS,88000,0.03
OTHER CRUDE MINERALS,HONDURAS,KGS,92000,0.01
OTHER CRUDE MINERALS,HUNGARY,KGS,130,0
OTHER CRUDE MINERALS,INDONESIA,KGS,16069488,4.47
OTHER CRUDE MINERALS,IRAN,KGS,2485280,1.35
OTHER CRUDE MINERALS,IRAQ,KGS,4707250,0.24
OTHER CRUDE MINERALS,IRELAND,KGS,9000,0
OTHER CRUDE MINERALS,ISRAEL,KGS,9291000,2.53
OTHER CRUDE MINERALS,ITALY,KGS,2403695,0.55
OTHER CRUDE MINERALS,JAMAICA,KGS,4000,0
OTHER CRUDE MINERALS,JAPAN,KGS,16418893,4.9
OTHER CRUDE MINERALS,JORDAN,KGS,577000,0.12
OTHER CRUDE MINERALS,KENYA,KGS,105754605,4.71
OTHER CRUDE MINERALS,KOREA DP RP,KGS,40014,0.01
OTHER CRUDE MINERALS,KOREA RP,KGS,6088689,0.73
OTHER CRUDE MINERALS,KUWAIT,KGS,3004791,0.2
OTHER CRUDE MINERALS,LATVIA,KGS,200,0
OTHER CRUDE MINERALS,LEBANON,KGS,692304,0.13
OTHER CRUDE MINERALS,LIBERIA,KGS,1500,0
OTHER CRUDE MINERALS,LITHUANIA,KGS,4000,0
OTHER CRUDE MINERALS,MADAGASCAR,KGS,911000,0.06
OTHER CRUDE MINERALS,MALAWI,KGS,29000,0.01
OTHER CRUDE MINERALS,MALAYSIA,KGS,24203617,2.87
OTHER CRUDE MINERALS,MALDIVES,KGS,2611491,0.33
OTHER CRUDE MINERALS,MALI,KGS,5000,0
OTHER CRUDE MINERALS,MAURITANIA,KGS,122000,0.02
OTHER CRUDE MINERALS,MAURITIUS,KGS,200700,0.04
OTHER CRUDE MINERALS,MEXICO,KGS,368060,0.06
OTHER CRUDE MINERALS,MOROCCO,KGS,521000,0.09
OTHER CRUDE MINERALS,MOZAMBIQUE,KGS,2612200,0.31
OTHER CRUDE MINERALS,MYANMAR,KGS,3147,0
OTHER CRUDE MINERALS,NEPAL,KGS,1612381203,28.06
OTHER CRUDE MINERALS,NETHERLAND,KGS,5541529,1.3
OTHER CRUDE MINERALS,NEW ZEALAND,KGS,10858200,0.44
OTHER CRUDE MINERALS,NIGERIA,KGS,14512079,2.28
OTHER CRUDE MINERALS,NORWAY,KGS,200,0
OTHER CRUDE MINERALS,OMAN,KGS,53752745,1.3
OTHER CRUDE MINERALS,PAKISTAN IR,KGS,30684750,0.33
OTHER CRUDE MINERALS,PANAMA REPUBLIC,KGS,0,0
OTHER CRUDE MINERALS,PAPUA N GNA,KGS,8000,0.01
OTHER CRUDE MINERALS,PERU,KGS,87001,0.02
OTHER CRUDE MINERALS,PHILIPPINES,KGS,104682742,6.82
OTHER CRUDE MINERALS,POLAND,KGS,61105,0.01
OTHER CRUDE MINERALS,PORTUGAL,KGS,88000,0.02
OTHER CRUDE MINERALS,QATAR,KGS,86872238,2.96
OTHER CRUDE MINERALS,REUNION,KGS,2365273,0.1
OTHER CRUDE MINERALS,ROMANIA,KGS,89000,0.02
OTHER CRUDE MINERALS,RUSSIA,KGS,108000,0.23
OTHER CRUDE MINERALS,RWANDA,KGS,500,0
OTHER CRUDE MINERALS,SAUDI ARAB,KGS,209431224,13.53
OTHER CRUDE MINERALS,SENEGAL,KGS,134000,0.03
OTHER CRUDE MINERALS,SIERRA LEONE,KGS,21000,0.01
OTHER CRUDE MINERALS,SINGAPORE,KGS,808873,0.21
OTHER CRUDE MINERALS,SLOVENIA,KGS,1242000,0.3
OTHER CRUDE MINERALS,SOUTH AFRICA,KGS,8567000,2.22
OTHER CRUDE MINERALS,SPAIN,KGS,7155286,1.55
OTHER CRUDE MINERALS,SRI LANKA DSR,KGS,36749546,1.99
OTHER CRUDE MINERALS,SUDAN,KGS,312950,0.05
OTHER CRUDE MINERALS,SURINAME,KGS,23600,0
OTHER CRUDE MINERALS,SWEDEN,KGS,200,0
OTHER CRUDE MINERALS,SWITZERLAND,KGS,82450,0.07
OTHER CRUDE MINERALS,SYRIA,KGS,64000,0.05
OTHER CRUDE MINERALS,TAIWAN,KGS,2160120,0.39
OTHER CRUDE MINERALS,TANZANIA REP,KGS,8832887,1.1
OTHER CRUDE MINERALS,THAILAND,KGS,33344695,5.66
OTHER CRUDE MINERALS,TOGO,KGS,42000,0.01
OTHER CRUDE MINERALS,TRINIDAD,KGS,80000,0.01
OTHER CRUDE MINERALS,TUNISIA,KGS,312530,0.09
OTHER CRUDE MINERALS,TURKEY,KGS,4066940,0.88
OTHER CRUDE MINERALS,U ARAB EMTS,KGS,468290088,8.22
OTHER CRUDE MINERALS,U K,KGS,1139276,0.28
OTHER CRUDE MINERALS,U S A,KGS,16826867,1.47
OTHER CRUDE MINERALS,UGANDA,KGS,464660,0.14
OTHER CRUDE MINERALS,UKRAINE,KGS,501000,0.12
OTHER CRUDE MINERALS,UZBEKISTAN,KGS,500,0
OTHER CRUDE MINERALS,VIETNAM SOC REP,KGS,3350011,0.65
OTHER CRUDE MINERALS,YEMEN REPUBLC,KGS,1573970,0.39
OTHER CRUDE MINERALS,ZAMBIA,KGS,45000,0.01
RAW HIDES AND SKINS,AUSTRALIA,N .A,NA,0
RAW HIDES AND SKINS,CHINA P RP,N .A,NA,0
RAW HIDES AND SKINS,FRANCE,N .A,NA,0.1
RAW HIDES AND SKINS,GERMANY,N .A,NA,0.06
RAW HIDES AND SKINS,INDONESIA,N .A,NA,0.01
RAW HIDES AND SKINS,ISRAEL,N .A,NA,0
RAW HIDES AND SKINS,ITALY,N .A,NA,0.03
RAW HIDES AND SKINS,KENYA,N .A,NA,0
RAW HIDES AND SKINS,NEPAL,N .A,NA,0
RAW HIDES AND SKINS,U S A,N .A,NA,0.03
RAW HIDES AND SKINS,VIETNAM SOC REP,N .A,NA,0.03
FINISHED LEATHER,AFGHANISTAN,KGS,0,0
FINISHED LEATHER,ALBANIA,KGS,100523,1.2
FINISHED LEATHER,ANGOLA,KGS,9913,0.2
FINISHED LEATHER,ANTIGUA,KGS,100,0
FINISHED LEATHER,ARGENTINA,KGS,19568,0.21
FINISHED LEATHER,ARMENIA,KGS,200,0.01
FINISHED LEATHER,AUSTRALIA,KGS,106504,1.72
FINISHED LEATHER,AUSTRIA,KGS,69654,2.01
FINISHED LEATHER,BAHARAIN IS,KGS,96,0
FINISHED LEATHER,BANGLADESH PR,KGS,603901,13.4
FINISHED LEATHER,BELARUS,KGS,31007,0.35
FINISHED LEATHER,BELGIUM,KGS,3058,0.05
FINISHED LEATHER,BELIZE,KGS,22,0
FINISHED LEATHER,BHUTAN,KGS,104,0
FINISHED LEATHER,BR VIRGN IS,KGS,240,0
FINISHED LEATHER,BRAZIL,KGS,1492,0.05
FINISHED LEATHER,BULGARIA,KGS,22629,0.19
FINISHED LEATHER,CAMBODIA,KGS,227569,7.2
FINISHED LEATHER,CANADA,KGS,92264,1.49
FINISHED LEATHER,CHILE,KGS,428,0
FINISHED LEATHER,CHINA P RP,KGS,5794601,100.84
FINISHED LEATHER,COLOMBIA,KGS,162,0.01
FINISHED LEATHER,COMOROS,KGS,150,0.01
FINISHED LEATHER,CROATIA,KGS,448,0.01
FINISHED LEATHER,CYPRUS,KGS,800,0.01
FINISHED LEATHER,CZECH REPUBLIC,KGS,868,0.06
FINISHED LEATHER,DENMARK,KGS,2586,0.04
FINISHED LEATHER,DOMINIC REP,KGS,32295,0.52
FINISHED LEATHER,DOMINICA,KGS,200,0.01
FINISHED LEATHER,EL SALVADOR,KGS,180,0.01
FINISHED LEATHER,ESTONIA,KGS,420,0.01
FINISHED LEATHER,ETHIOPIA,KGS,38944,1.64
FINISHED LEATHER,FIJI IS,KGS,15788,0.32
FINISHED LEATHER,FINLAND,KGS,2784,0.05
FINISHED LEATHER,FRANCE,KGS,299795,7.48
FINISHED LEATHER,GERMANY,KGS,1183800,21.59
FINISHED LEATHER,GHANA,KGS,49,0
FINISHED LEATHER,GREECE,KGS,31699,0.6
FINISHED LEATHER,GUATEMALA,KGS,458072,6.43
FINISHED LEATHER,HAITI,KGS,990,0.02
FINISHED LEATHER,HONG KONG,KGS,7710084,210.05
FINISHED LEATHER,HUNGARY,KGS,81732,2.37
FINISHED LEATHER,ICELAND,KGS,4002,0.11
FINISHED LEATHER,INDONESIA,KGS,951894,22.54
FINISHED LEATHER,IRAN,KGS,35140,0.55
FINISHED LEATHER,ISRAEL,KGS,77463,1.47
FINISHED LEATHER,ITALY,KGS,6948223,117.55
FINISHED LEATHER,JAMAICA,KGS,554,0.02
FINISHED LEATHER,JAPAN,KGS,161838,4.81
FINISHED LEATHER,JORDAN,KGS,14232,0.2
FINISHED LEATHER,KAZAKHSTAN,KGS,1000,0.02
FINISHED LEATHER,KOREA DP RP,KGS,15621,0.43
FINISHED LEATHER,KOREA RP,KGS,1960840,43.04
FINISHED LEATHER,KUWAIT,KGS,24915,0.46
FINISHED LEATHER,KYRGHYZSTAN,KGS,320,0.01
FINISHED LEATHER,LAO PD RP,KGS,16220,0.34
FINISHED LEATHER,LATVIA,KGS,18868,0.32
FINISHED LEATHER,LEBANON,KGS,12690,0.22
FINISHED LEATHER,LITHUANIA,KGS,42333,0.77
FINISHED LEATHER,MADAGASCAR,KGS,7985,0.09
FINISHED LEATHER,MALAYSIA,KGS,1932813,30.79
FINISHED LEATHER,MALDIVES,KGS,87,0
FINISHED LEATHER,MAURITIUS,KGS,8477,0.13
FINISHED LEATHER,MEXICO,KGS,54392,0.91
FINISHED LEATHER,MOROCCO,KGS,118407,2.03
FINISHED LEATHER,MOZAMBIQUE,KGS,8100,0.09
FINISHED LEATHER,MYANMAR,KGS,104535,3.12
FINISHED LEATHER,NAMIBIA,KGS,1098,0.02
FINISHED LEATHER,NEPAL,KGS,35963,0.16
FINISHED LEATHER,NETHERLAND,KGS,877880,14.4
FINISHED LEATHER,NETHERLANDANTIL,KGS,850,0.02
FINISHED LEATHER,NEW ZEALAND,KGS,24099,0.37
FINISHED LEATHER,NICARAGUA,KGS,2329,0.08
FINISHED LEATHER,NORWAY,KGS,126128,2.03
FINISHED LEATHER,OMAN,KGS,13252,0.29
FINISHED LEATHER,PAKISTAN IR,KGS,60162,1.92
FINISHED LEATHER,PERU,KGS,5259,0.08
FINISHED LEATHER,PHILIPPINES,KGS,85273,3.08
FINISHED LEATHER,POLAND,KGS,396972,6.28
FINISHED LEATHER,PORTUGAL,KGS,779735,17.01
FINISHED LEATHER,QATAR,KGS,2207,0.06
FINISHED LEATHER,ROMANIA,KGS,590848,8.65
FINISHED LEATHER,RUSSIA,KGS,857745,10.33
FINISHED LEATHER,SAUDI ARAB,KGS,7249,0.14
FINISHED LEATHER,SERBIA,KGS,10658,0.24
FINISHED LEATHER,SEYCHELLES,KGS,15,0
FINISHED LEATHER,SINGAPORE,KGS,50646,1.27
FINISHED LEATHER,SLOVAK REP,KGS,100965,1.66
FINISHED LEATHER,SLOVENIA,KGS,27842,0.41
FINISHED LEATHER,SOUTH AFRICA,KGS,847894,11.82
FINISHED LEATHER,SPAIN,KGS,1194565,23.44
FINISHED LEATHER,SRI LANKA DSR,KGS,190243,3.79
FINISHED LEATHER,ST LUCIA,KGS,10,0
FINISHED LEATHER,SWEDEN,KGS,1369,0.02
FINISHED LEATHER,SWITZERLAND,KGS,1490,0.04
FINISHED LEATHER,SYRIA,KGS,82797,0.88
FINISHED LEATHER,TAIWAN,KGS,221010,3.84
FINISHED LEATHER,THAILAND,KGS,729827,11.85
FINISHED LEATHER,TUNISIA,KGS,217560,2.81
FINISHED LEATHER,TURKEY,KGS,1228210,17.18
FINISHED LEATHER,U ARAB EMTS,KGS,63598,1.32
FINISHED LEATHER,U K,KGS,157505,3.03
FINISHED LEATHER,U S A,KGS,868738,16.42
FINISHED LEATHER,UGANDA,KGS,316,0.01
FINISHED LEATHER,UKRAINE,KGS,92319,0.9
FINISHED LEATHER,VATICAN CITY,KGS,6000,0.09
FINISHED LEATHER,VIETNAM SOC REP,KGS,3983640,97.87
LEATHER GOODS,AFGHANISTAN,N .A,NA,0.16
LEATHER GOODS,ALBANIA,N .A,NA,0
LEATHER GOODS,ALGERIA,N .A,NA,1.18
LEATHER GOODS,ANGOLA,N .A,NA,0.03
LEATHER GOODS,ANTIGUA,N .A,NA,0
LEATHER GOODS,ARGENTINA,N .A,NA,3
LEATHER GOODS,ARMENIA,N .A,NA,0.05
LEATHER GOODS,ARUBA,N .A,NA,0
LEATHER GOODS,AUSTRALIA,N .A,NA,46.6
LEATHER GOODS,AUSTRIA,N .A,NA,6.58
LEATHER GOODS,AZERBAIJAN,N .A,NA,0.03
LEATHER GOODS,BAHAMAS,N .A,NA,0.03
LEATHER GOODS,BAHARAIN IS,N .A,NA,0.3
LEATHER GOODS,BANGLADESH PR,N .A,NA,0.31
LEATHER GOODS,BARBADOS,N .A,NA,0.05
LEATHER GOODS,BELARUS,N .A,NA,0.01
LEATHER GOODS,BELGIUM,N .A,NA,20.44
LEATHER GOODS,BELIZE,N .A,NA,0.01
LEATHER GOODS,BENIN,N .A,NA,0
LEATHER GOODS,BHUTAN,N .A,NA,0.04
LEATHER GOODS,BOLIVIA,N .A,NA,0
LEATHER GOODS,BOSNIA-HRZGOVIN,N .A,NA,0.02
LEATHER GOODS,BOTSWANA,N .A,NA,0
LEATHER GOODS,BRAZIL,N .A,NA,1.71
LEATHER GOODS,BRUNEI,N .A,NA,0.02
LEATHER GOODS,BULGARIA,N .A,NA,0.07
LEATHER GOODS,BURKINA FASO,N .A,NA,0
LEATHER GOODS,BURUNDI,N .A,NA,0
LEATHER GOODS,CAMBODIA,N .A,NA,0.01
LEATHER GOODS,CAMEROON,N .A,NA,0.11
LEATHER GOODS,CANADA,N .A,NA,16.9
LEATHER GOODS,CAYMAN IS,N .A,NA,0
LEATHER GOODS,CHILE,N .A,NA,23.26
LEATHER GOODS,CHINA P RP,N .A,NA,14.09
LEATHER GOODS,COLOMBIA,N .A,NA,0.64
LEATHER GOODS,COMOROS,N .A,NA,0.01
LEATHER GOODS,CONGO D. REP.,N .A,NA,0.05
LEATHER GOODS,CONGO P REP,N .A,NA,0.05
LEATHER GOODS,COSTA RICA,N .A,NA,0.37
LEATHER GOODS,COTE D' IVOIRE,N .A,NA,0.05
LEATHER GOODS,CROATIA,N .A,NA,0.79
LEATHER GOODS,CYPRUS,N .A,NA,0.62
LEATHER GOODS,CZECH REPUBLIC,N .A,NA,4.92
LEATHER GOODS,DENMARK,N .A,NA,35.38
LEATHER GOODS,DJIBOUTI,N .A,NA,0.01
LEATHER GOODS,DOMINIC REP,N .A,NA,0.61
LEATHER GOODS,DOMINICA,N .A,NA,0
LEATHER GOODS,ECUADOR,N .A,NA,0.09
LEATHER GOODS,EGYPT A RP,N .A,NA,0.07
LEATHER GOODS,EL SALVADOR,N .A,NA,0.05
LEATHER GOODS,EQUTL GUINEA,N .A,NA,0
LEATHER GOODS,ESTONIA,N .A,NA,0.26
LEATHER GOODS,ETHIOPIA,N .A,NA,0.01
LEATHER GOODS,FIJI IS,N .A,NA,0.05
LEATHER GOODS,FINLAND,N .A,NA,5.51
LEATHER GOODS,FR POLYNESIA,N .A,NA,0.02
LEATHER GOODS,FRANCE,N .A,NA,69.31
LEATHER GOODS,GABON,N .A,NA,0.02
LEATHER GOODS,GAMBIA,N .A,NA,0.01
LEATHER GOODS,GEORGIA,N .A,NA,0.12
LEATHER GOODS,GERMANY,N .A,NA,201.71
LEATHER GOODS,GHANA,N .A,NA,0.04
LEATHER GOODS,GIBRALTAR,N .A,NA,0.02
LEATHER GOODS,GREECE,N .A,NA,4.2
LEATHER GOODS,GRENADA,N .A,NA,0.01
LEATHER GOODS,GUADELOUPE,N .A,NA,0
LEATHER GOODS,GUAM,N .A,NA,0
LEATHER GOODS,GUATEMALA,N .A,NA,0.1
LEATHER GOODS,GUINEA,N .A,NA,0.02
LEATHER GOODS,GUYANA,N .A,NA,0.01
LEATHER GOODS,HONDURAS,N .A,NA,0.2
LEATHER GOODS,HONG KONG,N .A,NA,14.33
LEATHER GOODS,HUNGARY,N .A,NA,2.85
LEATHER GOODS,ICELAND,N .A,NA,0.06
LEATHER GOODS,INDONESIA,N .A,NA,0.45
LEATHER GOODS,IRAN,N .A,NA,0.08
LEATHER GOODS,IRAQ,N .A,NA,0.17
LEATHER GOODS,IRELAND,N .A,NA,1.64
LEATHER GOODS,ISRAEL,N .A,NA,2.44
LEATHER GOODS,ITALY,N .A,NA,79.58
LEATHER GOODS,JAMAICA,N .A,NA,0
LEATHER GOODS,JAPAN,N .A,NA,20.14
LEATHER GOODS,JORDAN,N .A,NA,0.14
