COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE(US$ million)
BULK MINERALS AND ORES,CAMBODIA,N .A,NA,0
BULK MINERALS AND ORES,CAMEROON,N .A,NA,0
BULK MINERALS AND ORES,CANADA,N .A,NA,0.81
BULK MINERALS AND ORES,CAYMAN IS,N .A,NA,0
BULK MINERALS AND ORES,CHILE,N .A,NA,0.05
BULK MINERALS AND ORES,CHINA P RP,N .A,NA,207.86
BULK MINERALS AND ORES,COLOMBIA,N .A,NA,0.01
BULK MINERALS AND ORES,COMOROS,N .A,NA,0.02
BULK MINERALS AND ORES,CONGO D. REP.,N .A,NA,0.6
BULK MINERALS AND ORES,CONGO P REP,N .A,NA,0.64
BULK MINERALS AND ORES,COSTA RICA,N .A,NA,0.02
BULK MINERALS AND ORES,COTE D' IVOIRE,N .A,NA,0.31
BULK MINERALS AND ORES,CROATIA,N .A,NA,0
BULK MINERALS AND ORES,CUBA,N .A,NA,0
BULK MINERALS AND ORES,CYPRUS,N .A,NA,0
BULK MINERALS AND ORES,CZECH REPUBLIC,N .A,NA,0
BULK MINERALS AND ORES,DENMARK,N .A,NA,0.13
BULK MINERALS AND ORES,DJIBOUTI,N .A,NA,0.04
BULK MINERALS AND ORES,DOMINIC REP,N .A,NA,0.09
BULK MINERALS AND ORES,DOMINICA,N .A,NA,0
BULK MINERALS AND ORES,ECUADOR,N .A,NA,0.01
BULK MINERALS AND ORES,EGYPT A RP,N .A,NA,0.01
BULK MINERALS AND ORES,EQUTL GUINEA,N .A,NA,0.09
BULK MINERALS AND ORES,ERITREA,N .A,NA,0
BULK MINERALS AND ORES,ESTONIA,N .A,NA,0
BULK MINERALS AND ORES,ETHIOPIA,N .A,NA,0.02
BULK MINERALS AND ORES,FIJI IS,N .A,NA,0.36
BULK MINERALS AND ORES,FINLAND,N .A,NA,0
BULK MINERALS AND ORES,FR GUIANA,N .A,NA,0
BULK MINERALS AND ORES,FR POLYNESIA,N .A,NA,0.01
BULK MINERALS AND ORES,FRANCE,N .A,NA,1.26
BULK MINERALS AND ORES,GABON,N .A,NA,0.02
BULK MINERALS AND ORES,GAMBIA,N .A,NA,0
BULK MINERALS AND ORES,GEORGIA,N .A,NA,0
BULK MINERALS AND ORES,GERMANY,N .A,NA,0.32
BULK MINERALS AND ORES,GHANA,N .A,NA,0.62
BULK MINERALS AND ORES,GREECE,N .A,NA,0.05
BULK MINERALS AND ORES,GUATEMALA,N .A,NA,0.01
BULK MINERALS AND ORES,GUINEA,N .A,NA,0.01
BULK MINERALS AND ORES,GUINEA BISSAU,N .A,NA,0
BULK MINERALS AND ORES,HAITI,N .A,NA,0
BULK MINERALS AND ORES,HONDURAS,N .A,NA,0.02
BULK MINERALS AND ORES,HONG KONG,N .A,NA,0.94
BULK MINERALS AND ORES,HUNGARY,N .A,NA,0.01
BULK MINERALS AND ORES,INDONESIA,N .A,NA,3.94
BULK MINERALS AND ORES,IRAN,N .A,NA,0.01
BULK MINERALS AND ORES,IRAQ,N .A,NA,0.15
BULK MINERALS AND ORES,IRELAND,N .A,NA,1.11
BULK MINERALS AND ORES,ISRAEL,N .A,NA,0.07
BULK MINERALS AND ORES,ITALY,N .A,NA,0.61
BULK MINERALS AND ORES,JAMAICA,N .A,NA,0.09
BULK MINERALS AND ORES,JAPAN,N .A,NA,23.45
BULK MINERALS AND ORES,JORDAN,N .A,NA,0
BULK MINERALS AND ORES,KAZAKHSTAN,N .A,NA,0
BULK MINERALS AND ORES,KENYA,N .A,NA,0.1
BULK MINERALS AND ORES,KIRIBATI REP,N .A,NA,0.02
BULK MINERALS AND ORES,KOREA DP RP,N .A,NA,0.28
BULK MINERALS AND ORES,KOREA RP,N .A,NA,17.28
BULK MINERALS AND ORES,KUWAIT,N .A,NA,3.72
BULK MINERALS AND ORES,KYRGHYZSTAN,N .A,NA,0
BULK MINERALS AND ORES,LATVIA,N .A,NA,0
BULK MINERALS AND ORES,LEBANON,N .A,NA,0.04
BULK MINERALS AND ORES,LIBERIA,N .A,NA,0.53
BULK MINERALS AND ORES,LITHUANIA,N .A,NA,0.01
BULK MINERALS AND ORES,MADAGASCAR,N .A,NA,0.1
BULK MINERALS AND ORES,MALAWI,N .A,NA,1.45
BULK MINERALS AND ORES,MALAYSIA,N .A,NA,4.51
BULK MINERALS AND ORES,MALDIVES,N .A,NA,0.48
BULK MINERALS AND ORES,MALI,N .A,NA,0.02
BULK MINERALS AND ORES,MALTA,N .A,NA,0.01
BULK MINERALS AND ORES,MAURITANIA,N .A,NA,0
BULK MINERALS AND ORES,MAURITIUS,N .A,NA,0.55
BULK MINERALS AND ORES,MEXICO,N .A,NA,0.03
BULK MINERALS AND ORES,MOLDOVA,N .A,NA,0
BULK MINERALS AND ORES,MONGOLIA,N .A,NA,0
BULK MINERALS AND ORES,MOROCCO,N .A,NA,0
BULK MINERALS AND ORES,MOZAMBIQUE,N .A,NA,0.91
BULK MINERALS AND ORES,MYANMAR,N .A,NA,0.07
BULK MINERALS AND ORES,NEPAL,N .A,NA,8.86
BULK MINERALS AND ORES,NETHERLAND,N .A,NA,0.48
BULK MINERALS AND ORES,NETHERLANDANTIL,N .A,NA,0
BULK MINERALS AND ORES,NEW CALEDONIA,N .A,NA,0.02
BULK MINERALS AND ORES,NEW ZEALAND,N .A,NA,0.14
BULK MINERALS AND ORES,NIGER,N .A,NA,0
BULK MINERALS AND ORES,NIGERIA,N .A,NA,0.09
BULK MINERALS AND ORES,NORWAY,N .A,NA,0.01
BULK MINERALS AND ORES,OMAN,N .A,NA,4.02
BULK MINERALS AND ORES,PAKISTAN IR,N .A,NA,0.02
BULK MINERALS AND ORES,PANAMA REPUBLIC,N .A,NA,0
BULK MINERALS AND ORES,PAPUA N GNA,N .A,NA,0.12
BULK MINERALS AND ORES,PERU,N .A,NA,0
BULK MINERALS AND ORES,PHILIPPINES,N .A,NA,0.02
BULK MINERALS AND ORES,POLAND,N .A,NA,0.06
BULK MINERALS AND ORES,PORTUGAL,N .A,NA,0
BULK MINERALS AND ORES,QATAR,N .A,NA,13.24
BULK MINERALS AND ORES,REUNION,N .A,NA,0.16
BULK MINERALS AND ORES,RUSSIA,N .A,NA,0.14
BULK MINERALS AND ORES,RWANDA,N .A,NA,0
BULK MINERALS AND ORES,SAMOA,N .A,NA,0.03
BULK MINERALS AND ORES,SAO TOME,N .A,NA,0
BULK MINERALS AND ORES,SAUDI ARAB,N .A,NA,0.84
BULK MINERALS AND ORES,SENEGAL,N .A,NA,0.05
BULK MINERALS AND ORES,SERBIA,N .A,NA,0
BULK MINERALS AND ORES,SEYCHELLES,N .A,NA,0.97
BULK MINERALS AND ORES,SIERRA LEONE,N .A,NA,0.52
BULK MINERALS AND ORES,SINGAPORE,N .A,NA,1.55
BULK MINERALS AND ORES,SLOVENIA,N .A,NA,0.02
BULK MINERALS AND ORES,SOLOMON IS,N .A,NA,0.1
BULK MINERALS AND ORES,SOMALIA,N .A,NA,0
BULK MINERALS AND ORES,SOUTH AFRICA,N .A,NA,0.52
BULK MINERALS AND ORES,SPAIN,N .A,NA,0.49
BULK MINERALS AND ORES,SRI LANKA DSR,N .A,NA,1.07
BULK MINERALS AND ORES,SUDAN,N .A,NA,0.05
BULK MINERALS AND ORES,SURINAME,N .A,NA,0
BULK MINERALS AND ORES,SWEDEN,N .A,NA,0.02
BULK MINERALS AND ORES,SWITZERLAND,N .A,NA,0.01
BULK MINERALS AND ORES,TAIWAN,N .A,NA,4.17
BULK MINERALS AND ORES,TANZANIA REP,N .A,NA,0.61
BULK MINERALS AND ORES,THAILAND,N .A,NA,4.48
BULK MINERALS AND ORES,TIMOR-LESTE,N .A,NA,0.31
BULK MINERALS AND ORES,TOGO,N .A,NA,0.16
BULK MINERALS AND ORES,TONGA,N .A,NA,0.01
BULK MINERALS AND ORES,TRINIDAD,N .A,NA,0.03
BULK MINERALS AND ORES,TUNISIA,N .A,NA,0
BULK MINERALS AND ORES,TURKEY,N .A,NA,0.1
BULK MINERALS AND ORES,TURKMENISTAN,N .A,NA,0
BULK MINERALS AND ORES,U ARAB EMTS,N .A,NA,5.2
BULK MINERALS AND ORES,U K,N .A,NA,11.47
BULK MINERALS AND ORES,U S A,N .A,NA,2.55
BULK MINERALS AND ORES,UGANDA,N .A,NA,0.07
BULK MINERALS AND ORES,UKRAINE,N .A,NA,0
BULK MINERALS AND ORES,URUGUAY,N .A,NA,0
BULK MINERALS AND ORES,UZBEKISTAN,N .A,NA,0
BULK MINERALS AND ORES,VANUATU REP,N .A,NA,0.06
BULK MINERALS AND ORES,VIETNAM SOC REP,N .A,NA,5.96
BULK MINERALS AND ORES,YEMEN REPUBLC,N .A,NA,0.01
BULK MINERALS AND ORES,ZAMBIA,N .A,NA,0.01
BULK MINERALS AND ORES,ZIMBABWE,N .A,NA,1.09
"GRANIT, NATRL STONE AND PRODCT",AFGHANISTAN,KGS,192073,0.06
"GRANIT, NATRL STONE AND PRODCT",ALBANIA,KGS,11524118,4.46
"GRANIT, NATRL STONE AND PRODCT",ALGERIA,KGS,32608595,14.06
"GRANIT, NATRL STONE AND PRODCT",ANGOLA,KGS,2200,0
"GRANIT, NATRL STONE AND PRODCT",ANGUILLA,KGS,26500,0.01
"GRANIT, NATRL STONE AND PRODCT",ARGENTINA,KGS,875440,0.78
"GRANIT, NATRL STONE AND PRODCT",ARMENIA,KGS,363820,0.25
"GRANIT, NATRL STONE AND PRODCT",ARUBA,KGS,17150,0.05
"GRANIT, NATRL STONE AND PRODCT",AUSTRALIA,KGS,23791829,10.54
"GRANIT, NATRL STONE AND PRODCT",AUSTRIA,KGS,11180682,4.36
"GRANIT, NATRL STONE AND PRODCT",AZERBAIJAN,KGS,912173,0.38
"GRANIT, NATRL STONE AND PRODCT",BAHAMAS,KGS,26100,0.03
"GRANIT, NATRL STONE AND PRODCT",BAHARAIN IS,KGS,5604406,2.06
"GRANIT, NATRL STONE AND PRODCT",BANGLADESH PR,KGS,5912638423,64.29
"GRANIT, NATRL STONE AND PRODCT",BARBADOS,KGS,129000,0.35
"GRANIT, NATRL STONE AND PRODCT",BELARUS,KGS,83500,0.02
"GRANIT, NATRL STONE AND PRODCT",BELGIUM,KGS,168638813,37.53
"GRANIT, NATRL STONE AND PRODCT",BELIZE,KGS,128500,0.06
"GRANIT, NATRL STONE AND PRODCT",BENIN,KGS,119373,0.03
"GRANIT, NATRL STONE AND PRODCT",BERMUDA,KGS,153,0
"GRANIT, NATRL STONE AND PRODCT",BHUTAN,KGS,3895035,1.22
"GRANIT, NATRL STONE AND PRODCT",BOLIVIA,KGS,79606,0.05
"GRANIT, NATRL STONE AND PRODCT",BOSNIA-HRZGOVIN,KGS,6719300,1.6
"GRANIT, NATRL STONE AND PRODCT",BRAZIL,KGS,208733,0.4
"GRANIT, NATRL STONE AND PRODCT",BRUNEI,KGS,316710,0.2
"GRANIT, NATRL STONE AND PRODCT",BULGARIA,KGS,1439423,0.86
"GRANIT, NATRL STONE AND PRODCT",BURKINA FASO,KGS,12077,0.02
"GRANIT, NATRL STONE AND PRODCT",BURUNDI,KGS,78950,0.03
"GRANIT, NATRL STONE AND PRODCT",CAMBODIA,KGS,75324,0.04
"GRANIT, NATRL STONE AND PRODCT",CAMEROON,KGS,1065805,0.19
"GRANIT, NATRL STONE AND PRODCT",CANADA,KGS,75314468,36.13
"GRANIT, NATRL STONE AND PRODCT",CAYMAN IS,KGS,169000,0.1
"GRANIT, NATRL STONE AND PRODCT",CHAD,KGS,50,0
"GRANIT, NATRL STONE AND PRODCT",CHILE,KGS,1171665,0.52
"GRANIT, NATRL STONE AND PRODCT",CHINA P RP,KGS,4148941692,461.6
"GRANIT, NATRL STONE AND PRODCT",COLOMBIA,KGS,6526579,3.51
"GRANIT, NATRL STONE AND PRODCT",CONGO D. REP.,KGS,976970,0.6
"GRANIT, NATRL STONE AND PRODCT",CONGO P REP,KGS,95570,0.02
"GRANIT, NATRL STONE AND PRODCT",COSTA RICA,KGS,59407,0.07
"GRANIT, NATRL STONE AND PRODCT",COTE D' IVOIRE,KGS,341205,0.13
"GRANIT, NATRL STONE AND PRODCT",CROATIA,KGS,21041213,6.48
"GRANIT, NATRL STONE AND PRODCT",CYPRUS,KGS,335379,0.24
"GRANIT, NATRL STONE AND PRODCT",CZECH REPUBLIC,KGS,1756360,1.03
"GRANIT, NATRL STONE AND PRODCT",DENMARK,KGS,8678274,2.3
"GRANIT, NATRL STONE AND PRODCT",DJIBOUTI,KGS,397200,0.13
"GRANIT, NATRL STONE AND PRODCT",DOMINIC REP,KGS,532138,0.34
"GRANIT, NATRL STONE AND PRODCT",ECUADOR,KGS,2189940,0.91
"GRANIT, NATRL STONE AND PRODCT",EGYPT A RP,KGS,87956496,20.88
"GRANIT, NATRL STONE AND PRODCT",EL SALVADOR,KGS,48120,0.03
"GRANIT, NATRL STONE AND PRODCT",ESTONIA,KGS,1251167,0.9
"GRANIT, NATRL STONE AND PRODCT",ETHIOPIA,KGS,2996218,1.19
"GRANIT, NATRL STONE AND PRODCT",FIJI IS,KGS,90316,0.03
"GRANIT, NATRL STONE AND PRODCT",FINLAND,KGS,693996,0.29
"GRANIT, NATRL STONE AND PRODCT",FR GUIANA,KGS,26000,0.01
"GRANIT, NATRL STONE AND PRODCT",FRANCE,KGS,132291994,36.45
"GRANIT, NATRL STONE AND PRODCT",GABON,KGS,29940,0.01
"GRANIT, NATRL STONE AND PRODCT",GAMBIA,KGS,22200,0.01
"GRANIT, NATRL STONE AND PRODCT",GEORGIA,KGS,2761979,1.08
"GRANIT, NATRL STONE AND PRODCT",GERMANY,KGS,121786212,69.84
"GRANIT, NATRL STONE AND PRODCT",GHANA,KGS,1570241,0.6
"GRANIT, NATRL STONE AND PRODCT",GREECE,KGS,5129036,2.41
"GRANIT, NATRL STONE AND PRODCT",GRENADA,KGS,59000,0.01
"GRANIT, NATRL STONE AND PRODCT",GUADELOUPE,KGS,10,0
"GRANIT, NATRL STONE AND PRODCT",GUATEMALA,KGS,251840,0.12
"GRANIT, NATRL STONE AND PRODCT",GUINEA,KGS,48631,0.02
"GRANIT, NATRL STONE AND PRODCT",GUYANA,KGS,26908,0.02
"GRANIT, NATRL STONE AND PRODCT",HONDURAS,KGS,77176,0.03
"GRANIT, NATRL STONE AND PRODCT",HONG KONG,KGS,125248507,16.26
"GRANIT, NATRL STONE AND PRODCT",HUNGARY,KGS,2276933,1.32
"GRANIT, NATRL STONE AND PRODCT",ICELAND,KGS,26500,0.02
"GRANIT, NATRL STONE AND PRODCT",INDONESIA,KGS,19762288,9.24
"GRANIT, NATRL STONE AND PRODCT",IRAN,KGS,4895929,2.63
"GRANIT, NATRL STONE AND PRODCT",IRAQ,KGS,47845302,14.75
"GRANIT, NATRL STONE AND PRODCT",IRELAND,KGS,33878031,12.69
"GRANIT, NATRL STONE AND PRODCT",ISRAEL,KGS,16718420,8.18
"GRANIT, NATRL STONE AND PRODCT",ITALY,KGS,138730107,43.74
"GRANIT, NATRL STONE AND PRODCT",JAMAICA,KGS,578166,0.31
"GRANIT, NATRL STONE AND PRODCT",JAPAN,KGS,19404849,9.73
"GRANIT, NATRL STONE AND PRODCT",JORDAN,KGS,12878207,4.49
"GRANIT, NATRL STONE AND PRODCT",KAZAKHSTAN,KGS,626404,0.28
"GRANIT, NATRL STONE AND PRODCT",KENYA,KGS,8631758,3.4
"GRANIT, NATRL STONE AND PRODCT",KOREA DP RP,KGS,1441599,0.47
"GRANIT, NATRL STONE AND PRODCT",KOREA RP,KGS,17884663,6.21
"GRANIT, NATRL STONE AND PRODCT",KUWAIT,KGS,17258514,5.98
"GRANIT, NATRL STONE AND PRODCT",KYRGHYZSTAN,KGS,292228,0.13
"GRANIT, NATRL STONE AND PRODCT",LATVIA,KGS,391083,0.22
"GRANIT, NATRL STONE AND PRODCT",LEBANON,KGS,26380674,11.28
"GRANIT, NATRL STONE AND PRODCT",LIBERIA,KGS,185910,0.04
"GRANIT, NATRL STONE AND PRODCT",LIBYA,KGS,16343406,4.52
"GRANIT, NATRL STONE AND PRODCT",LIECHTENSTEIN,KGS,7,0
"GRANIT, NATRL STONE AND PRODCT",LITHUANIA,KGS,4236803,1.91
"GRANIT, NATRL STONE AND PRODCT",LUXEMBOURG,KGS,246300,0.12
"GRANIT, NATRL STONE AND PRODCT",MACAO,KGS,53740,0.02
"GRANIT, NATRL STONE AND PRODCT",MACEDONIA,KGS,254200,0.12
"GRANIT, NATRL STONE AND PRODCT",MADAGASCAR,KGS,200160,0.05
"GRANIT, NATRL STONE AND PRODCT",MALAWI,KGS,388082,0.18
"GRANIT, NATRL STONE AND PRODCT",MALAYSIA,KGS,9703080,3.33
"GRANIT, NATRL STONE AND PRODCT",MALDIVES,KGS,1265607100,19.62
"GRANIT, NATRL STONE AND PRODCT",MALI,KGS,18,0
"GRANIT, NATRL STONE AND PRODCT",MALTA,KGS,54507,0.04
"GRANIT, NATRL STONE AND PRODCT",MARTINIQUE,KGS,155873,0.06
"GRANIT, NATRL STONE AND PRODCT",MAURITANIA,KGS,259745,0.09
"GRANIT, NATRL STONE AND PRODCT",MAURITIUS,KGS,5264661,1.39
"GRANIT, NATRL STONE AND PRODCT",MEXICO,KGS,20269582,9.84
"GRANIT, NATRL STONE AND PRODCT",MOLDOVA,KGS,590340,0.23
"GRANIT, NATRL STONE AND PRODCT",MONGOLIA,KGS,22150,0
"GRANIT, NATRL STONE AND PRODCT",MONTENEGRO,KGS,1893490,0.84
"GRANIT, NATRL STONE AND PRODCT",MOROCCO,KGS,14515358,6.24
"GRANIT, NATRL STONE AND PRODCT",MOZAMBIQUE,KGS,533158,0.3
"GRANIT, NATRL STONE AND PRODCT",MYANMAR,KGS,1561473,0.78
"GRANIT, NATRL STONE AND PRODCT",N. MARIANA IS.,KGS,4000,0
"GRANIT, NATRL STONE AND PRODCT",NAMIBIA,KGS,54100,0.01
"GRANIT, NATRL STONE AND PRODCT",NEPAL,KGS,126912019,18.78
"GRANIT, NATRL STONE AND PRODCT",NETHERLAND,KGS,41000186,25.41
"GRANIT, NATRL STONE AND PRODCT",NETHERLANDANTIL,KGS,26000,0.02
"GRANIT, NATRL STONE AND PRODCT",NEW ZEALAND,KGS,4222260,3.25
"GRANIT, NATRL STONE AND PRODCT",NIGER,KGS,53000,0.02
"GRANIT, NATRL STONE AND PRODCT",NIGERIA,KGS,15838299,6.28
"GRANIT, NATRL STONE AND PRODCT",NORWAY,KGS,22735336,4.69
"GRANIT, NATRL STONE AND PRODCT",OMAN,KGS,37744009,12.57
"GRANIT, NATRL STONE AND PRODCT",PAKISTAN IR,KGS,23731646,6.42
"GRANIT, NATRL STONE AND PRODCT",PANAMA REPUBLIC,KGS,140813,0.24
"GRANIT, NATRL STONE AND PRODCT",PAPUA N GNA,KGS,50,0
"GRANIT, NATRL STONE AND PRODCT",PARAGUAY,KGS,28045,0.02
"GRANIT, NATRL STONE AND PRODCT",PERU,KGS,2224787,1.38
"GRANIT, NATRL STONE AND PRODCT",PHILIPPINES,KGS,7092841,3.24
"GRANIT, NATRL STONE AND PRODCT",POLAND,KGS,93350276,37.09
"GRANIT, NATRL STONE AND PRODCT",PORTUGAL,KGS,1570717,1.2
"GRANIT, NATRL STONE AND PRODCT",PUERTO RICO,KGS,139032,0.08
"GRANIT, NATRL STONE AND PRODCT",QATAR,KGS,618433457,15.64
"GRANIT, NATRL STONE AND PRODCT",REUNION,KGS,2005835,0.58
"GRANIT, NATRL STONE AND PRODCT",ROMANIA,KGS,10107338,4.25
"GRANIT, NATRL STONE AND PRODCT",RUSSIA,KGS,22664184,9.95
"GRANIT, NATRL STONE AND PRODCT",RWANDA,KGS,112512,0.04
"GRANIT, NATRL STONE AND PRODCT",SAMOA,KGS,19000,0.02
"GRANIT, NATRL STONE AND PRODCT",SAUDI ARAB,KGS,87678934,21.78
"GRANIT, NATRL STONE AND PRODCT",SENEGAL,KGS,588350,0.39
"GRANIT, NATRL STONE AND PRODCT",SERBIA,KGS,3413791,1.34
"GRANIT, NATRL STONE AND PRODCT",SEYCHELLES,KGS,601124,0.27
"GRANIT, NATRL STONE AND PRODCT",SIERRA LEONE,KGS,116380,0.05
"GRANIT, NATRL STONE AND PRODCT",SINGAPORE,KGS,4494607,3.07
"GRANIT, NATRL STONE AND PRODCT",SLOVAK REP,KGS,1996010,1.32
"GRANIT, NATRL STONE AND PRODCT",SLOVENIA,KGS,9936514,6.37
"GRANIT, NATRL STONE AND PRODCT",SOMALIA,KGS,10,0
"GRANIT, NATRL STONE AND PRODCT",SOUTH AFRICA,KGS,9814305,3.57
"GRANIT, NATRL STONE AND PRODCT",SPAIN,KGS,32793119,17.04
"GRANIT, NATRL STONE AND PRODCT",SRI LANKA DSR,KGS,10182847,3.16
"GRANIT, NATRL STONE AND PRODCT",ST LUCIA,KGS,61100,0.05
"GRANIT, NATRL STONE AND PRODCT",ST VINCENT,KGS,25000,0.01
"GRANIT, NATRL STONE AND PRODCT",SUDAN,KGS,1488635,0.58
"GRANIT, NATRL STONE AND PRODCT",SURINAME,KGS,4988,0.01
"GRANIT, NATRL STONE AND PRODCT",SWAZILAND,KGS,35500,0.01
"GRANIT, NATRL STONE AND PRODCT",SWEDEN,KGS,1765400,0.78
"GRANIT, NATRL STONE AND PRODCT",SWITZERLAND,KGS,1512770,1.22
"GRANIT, NATRL STONE AND PRODCT",SYRIA,KGS,8674294,2.38
"GRANIT, NATRL STONE AND PRODCT",TAIWAN,KGS,145829533,24.95
"GRANIT, NATRL STONE AND PRODCT",TAJIKISTAN,KGS,62000,0.06
"GRANIT, NATRL STONE AND PRODCT",TANZANIA REP,KGS,2066115,0.58
"GRANIT, NATRL STONE AND PRODCT",THAILAND,KGS,35681264,12.57
"GRANIT, NATRL STONE AND PRODCT",TOGO,KGS,55169,0.02
"GRANIT, NATRL STONE AND PRODCT",TRINIDAD,KGS,1143426,0.53
"GRANIT, NATRL STONE AND PRODCT",TUNISIA,KGS,6205035,2.36
"GRANIT, NATRL STONE AND PRODCT",TURKEY,KGS,133794102,52.63
"GRANIT, NATRL STONE AND PRODCT",TURKMENISTAN,KGS,105756,0.05
"GRANIT, NATRL STONE AND PRODCT",U ARAB EMTS,KGS,158656473,51.86
"GRANIT, NATRL STONE AND PRODCT",U K,KGS,672028107,177.1
"GRANIT, NATRL STONE AND PRODCT",U S A,KGS,701567659,322.42
"GRANIT, NATRL STONE AND PRODCT",UGANDA,KGS,1253932,0.44
"GRANIT, NATRL STONE AND PRODCT",UKRAINE,KGS,1463466,0.67
"GRANIT, NATRL STONE AND PRODCT",UNSPECIFIED,KGS,103770,0.06
"GRANIT, NATRL STONE AND PRODCT",URUGUAY,KGS,331984,0.24
"GRANIT, NATRL STONE AND PRODCT",UZBEKISTAN,KGS,277033,0.57
"GRANIT, NATRL STONE AND PRODCT",VENEZUELA,KGS,125400,0.04
"GRANIT, NATRL STONE AND PRODCT",VIETNAM SOC REP,KGS,264600128,87.44
"GRANIT, NATRL STONE AND PRODCT",YEMEN REPUBLC,KGS,998375,0.34
"GRANIT, NATRL STONE AND PRODCT",ZAMBIA,KGS,335166,0.15
"GRANIT, NATRL STONE AND PRODCT",ZIMBABWE,KGS,300,0
PROCESSED MINERALS,AFGHANISTAN,KGS,180,0
PROCESSED MINERALS,ALBANIA,KGS,24000,0
PROCESSED MINERALS,ALGERIA,KGS,701184,0.18
PROCESSED MINERALS,ANGOLA,KGS,1599250,0.16
PROCESSED MINERALS,ARGENTINA,KGS,533779,0.2
PROCESSED MINERALS,AUSTRALIA,KGS,41360001,4.01
PROCESSED MINERALS,AUSTRIA,KGS,2565180,0.69
PROCESSED MINERALS,AZERBAIJAN,KGS,108000,0.02
PROCESSED MINERALS,BAHARAIN IS,KGS,41232914,2.07
PROCESSED MINERALS,BANGLADESH PR,KGS,272243326,19.23
PROCESSED MINERALS,BELARUS,KGS,239000,0.03
PROCESSED MINERALS,BELGIUM,KGS,51444600,4.25
PROCESSED MINERALS,BELIZE,KGS,42920,0.01
PROCESSED MINERALS,BENIN,KGS,51200,0
PROCESSED MINERALS,BHUTAN,KGS,64847721,3.97
PROCESSED MINERALS,BOTSWANA,KGS,102820,0.01
PROCESSED MINERALS,BRAZIL,KGS,38558922,2.36
PROCESSED MINERALS,BRUNEI,KGS,1131001,0.14
PROCESSED MINERALS,BULGARIA,KGS,651990,0.19
PROCESSED MINERALS,BURKINA FASO,KGS,795300,0.09
PROCESSED MINERALS,BURUNDI,KGS,240500,0.05
PROCESSED MINERALS,CAMBODIA,KGS,441202,0.06
PROCESSED MINERALS,CAMEROON,KGS,6355550,0.68
PROCESSED MINERALS,CANADA,KGS,94211140,15.07
PROCESSED MINERALS,CAYMAN IS,KGS,500,0
PROCESSED MINERALS,CHILE,KGS,103298,0.03
PROCESSED MINERALS,CHINA P RP,KGS,302248927,71.49
PROCESSED MINERALS,COLOMBIA,KGS,979181,0.19
PROCESSED MINERALS,CONGO D. REP.,KGS,594985,0.1
PROCESSED MINERALS,CONGO P REP,KGS,385560,0.04
PROCESSED MINERALS,COSTA RICA,KGS,56000,0.01
PROCESSED MINERALS,COTE D' IVOIRE,KGS,1179500,0.1
PROCESSED MINERALS,CROATIA,KGS,197550,0.08
PROCESSED MINERALS,CUBA,KGS,1100000,0.14
PROCESSED MINERALS,CYPRUS,KGS,147239,0.04
PROCESSED MINERALS,CZECH REPUBLIC,KGS,2497000,0.5
PROCESSED MINERALS,DENMARK,KGS,834080,0.13
PROCESSED MINERALS,DJIBOUTI,KGS,2457000,0.28
PROCESSED MINERALS,DOMINIC REP,KGS,52050,0.03
PROCESSED MINERALS,ECUADOR,KGS,3139715,0.43
PROCESSED MINERALS,EGYPT A RP,KGS,232831488,77.06
PROCESSED MINERALS,ERITREA,KGS,0,0
PROCESSED MINERALS,ESTONIA,KGS,56000,0.01
PROCESSED MINERALS,ETHIOPIA,KGS,4689230,0.54
PROCESSED MINERALS,FIJI IS,KGS,120226,0.05
PROCESSED MINERALS,FINLAND,KGS,1963024,0.27
PROCESSED MINERALS,FR POLYNESIA,KGS,25500,0.01
PROCESSED MINERALS,FRANCE,KGS,6331334,1.32
PROCESSED MINERALS,GABON,KGS,250370,0.02
PROCESSED MINERALS,GAMBIA,KGS,217440,0.04
PROCESSED MINERALS,GEORGIA,KGS,67143,0.02
PROCESSED MINERALS,GERMANY,KGS,19428175,4.94
PROCESSED MINERALS,GHANA,KGS,1683741,0.29
PROCESSED MINERALS,GREECE,KGS,433300,0.12
PROCESSED MINERALS,GUATEMALA,KGS,2082,0
PROCESSED MINERALS,GUINEA,KGS,1644787,0.21
PROCESSED MINERALS,GUINEA BISSAU,KGS,24000,0
PROCESSED MINERALS,GUYANA,KGS,500,0
PROCESSED MINERALS,HONG KONG,KGS,1485370,0.2
PROCESSED MINERALS,HUNGARY,KGS,3006,0.03
PROCESSED MINERALS,INDONESIA,KGS,385389678,22.91
PROCESSED MINERALS,IRAN,KGS,201601219,77.7
PROCESSED MINERALS,IRAQ,KGS,39174760,7.73
PROCESSED MINERALS,IRELAND,KGS,162000,0.06
PROCESSED MINERALS,ISRAEL,KGS,7159256,1.42
PROCESSED MINERALS,ITALY,KGS,34800899,5.06
PROCESSED MINERALS,JAPAN,KGS,55648479,14.31
PROCESSED MINERALS,JORDAN,KGS,1051243,0.16
PROCESSED MINERALS,KAZAKHSTAN,KGS,200000,0.05
PROCESSED MINERALS,KENYA,KGS,12501933,2.96
PROCESSED MINERALS,KOREA DP RP,KGS,986000,0.16
PROCESSED MINERALS,KOREA RP,KGS,172158860,22.74
PROCESSED MINERALS,KUWAIT,KGS,175946797,15.56
PROCESSED MINERALS,KYRGHYZSTAN,KGS,28000,0.01
PROCESSED MINERALS,LAO PD RP,KGS,100,0
